event_token,event_span,doc_id,source_MATRES,source_TBD,source_OneIE,type,has_relations_TBD,events_AFTER_TBD,has_relations_MATRES,events_AFTER_MATRES
Inquiry,[21543:21550),60232721,0,1,0,--,1,['[21687:21694)'],0,[]
inquiry,[21627:21634),60232721,0,1,0,--,1,['[21687:21694)'],0,[]
replace,[21687:21694),60232721,0,1,0,--,0,[],0,[]
Conference,[21981:21991),60232721,0,1,1,Contact:Meet,0,[],0,[]
proceedings,[22024:22035),60232721,0,1,0,--,0,[],0,[]
suppression,[22088:22099),60232721,0,1,0,--,0,[],0,[]
attacks,[22124:22131),60232721,0,1,1,Conflict:Attack,1,"['[21617:21622)', '[21687:21694)', '[21850:21857)', '[21981:21991)', '[22024:22035)', '[22088:22099)', '[22261:22265)', '[22269:22273)', '[22299:22305)', '[22358:22363)', '[22421:22428)', '[22449:22453)', '[22484:22486)', '[22551:22560)', '[22714:22722)']",0,[]
view,[22269:22273),60232721,0,1,0,--,1,"['[22449:22453)', '[22484:22486)']",0,[]
attack,[22299:22305),60232721,0,1,1,Conflict:Attack,1,"['[22088:22099)', '[22162:22168)', '[22321:22329)', '[22351:22357)', '[22358:22363)', '[22421:22428)', '[22449:22453)', '[22484:22486)', '[22551:22560)', '[22714:22722)', '[22852:22858)']",0,[]
strikers,[22321:22329),60232721,0,1,0,--,1,['[22269:22273)'],0,[]
Strike,[22351:22357),60232721,0,1,0,--,1,['[22269:22273)'],0,[]
rally,[22358:22363),60232721,0,1,1,Conflict:Demonstrate,1,"['[22269:22273)', '[22714:22722)']",0,[]
attacks,[22407:22414),60232721,0,1,1,Conflict:Attack,1,"['[22162:22168)', '[22261:22265)', '[22269:22273)', '[22517:22525)', '[22551:22560)', '[22611:22620)', '[22714:22722)', '[22779:22788)', '[22852:22858)']",0,[]
seek,[22449:22453),60232721,0,1,0,--,0,[],0,[]
go,[22484:22486),60232721,0,1,1,Movement:Transport,0,[],0,[]
concerns,[22517:22525),60232721,0,1,0,--,0,[],0,[]
scheduled,[22701:22710),60232721,0,1,0,--,1,['[22852:22858)'],0,[]
commence,[22714:22722),60232721,0,1,0,--,0,[],0,[]
attend,[22852:22858),60232721,0,1,0,--,0,[],0,[]
incident,[22949:22957),60232721,0,1,1,Conflict:Attack,1,"['[22714:22722)', '[22982:22986)', '[23038:23046)', '[23247:23253)', '[23271:23280)']",0,[]
based,[23219:23224),60232721,0,1,0,--,1,['[23367:23373)'],0,[]
played,[23247:23253),60232721,0,1,0,--,1,['[23367:23373)'],0,[]
attacks,[23330:23337),60232721,0,1,1,Conflict:Attack,1,"['[23247:23253)', '[23466:23474)', '[23491:23495)', '[23600:23609)', '[23657:23666)']",0,[]
calls,[23358:23363),60232721,0,1,0,--,1,['[23491:23495)'],0,[]
rename,[23367:23373),60232721,0,1,0,--,0,[],0,[]
derives,[23409:23416),60232721,0,1,0,--,1,['[23491:23495)'],0,[]
concerts,[23466:23474),60232721,0,1,0,--,1,"['[23367:23373)', '[23657:23666)']",0,[]
scheduled,[23475:23484),60232721,0,1,0,--,1,"['[23367:23373)', '[23657:23666)']",0,[]
held,[23491:23495),60232721,0,1,0,--,0,[],0,[]
shootings,[23677:23686),60232721,0,1,1,Conflict:Attack,1,"['[23770:23774)', '[23836:23845)', '[24135:24138)']",0,[]
attacks,[23809:23816),60232721,0,1,1,Conflict:Attack,1,['[24135:24138)'],0,[]
stationed,[23836:23845),60232721,0,1,0,--,0,[],0,[]
attacks,[23953:23960),60232721,0,1,1,Conflict:Attack,1,"['[24114:24124)', '[24135:24138)', '[24281:24287)']",0,[]
vigils,[24032:24038),60232721,0,1,0,--,1,['[24135:24138)'],0,[]
lay,[24135:24138),60232721,0,1,0,--,0,[],0,[]
honour,[24281:24287),60232721,0,1,0,--,0,[],0,[]
attacks,[24308:24315),60232721,0,1,1,Conflict:Attack,1,"['[24135:24138)', '[24441:24448)', '[24540:24544)', '[24614:24622)', '[24663:24667)']",0,[]
protect,[24441:24448),60232721,0,1,0,--,0,[],0,[]
attacks,[24493:24500),60232721,0,1,1,Conflict:Attack,1,"['[24135:24138)', '[24281:24287)', '[24441:24448)', '[24614:24622)', '[24663:24667)', '[24681:24687)', '[24999:25006)']",0,[]
mourns,[24681:24687),60232721,0,1,0,--,0,[],0,[]
broken,[24832:24838),60232721,0,1,0,--,1,"['[24876:24880)', '[24999:25006)']",0,[]
attacks,[24916:24923),60232721,0,1,1,Conflict:Attack,1,"['[24988:24995)', '[24999:25006)', '[25039:25045)']",0,[]
support,[24999:25006),60232721,0,1,0,--,0,[],0,[]
shootings,[25236:25245),60232721,0,1,1,Conflict:Attack,1,"['[24999:25006)', '[25039:25045)', '[25454:25462)']",0,[]
shootings,[25649:25658),60232721,0,1,1,Conflict:Attack,1,"['[25672:25680)', '[25689:25695)', '[25760:25767)', '[25855:25862)', '[26216:26220)']",0,[]
support,[25855:25862),60232721,0,1,0,--,0,[],0,[]
shootings,[25891:25900),60232721,0,1,1,Conflict:Attack,1,"['[25672:25680)', '[25689:25695)', '[25924:25932)', '[26120:26122)', '[26123:26129)', '[26152:26158)', '[26175:26181)', '[26216:26220)']",0,[]
shooting,[26028:26036),60232721,0,1,1,Conflict:Attack,1,"['[25672:25680)', '[25689:25695)', '[25760:25767)', '[25836:25845)', '[25855:25862)', '[26120:26122)', '[26123:26129)', '[26152:26158)', '[26175:26181)', '[26216:26220)', '[26644:26652)']",0,[]
summit,[26152:26158),60232721,0,1,1,Contact:Meet,0,[],0,[]
step,[26216:26220),60232721,0,1,0,--,0,[],0,[]
attacks,[26696:26703),60232721,0,1,1,Conflict:Attack,1,"['[26216:26220)', '[26628:26634)', '[26825:26833)', '[26861:26865)', '[26885:26892)', '[26950:26954)', '[26962:26970)', '[27023:27027)', '[27131:27135)']",0,[]
behaviour,[27184:27193),60232721,0,1,0,--,1,"['[27201:27208)', '[27237:27243)', '[27262:27270)', '[27353:27357)']",0,[]
arrest,[27237:27243),60232721,0,1,1,Justice:Arrest-Jail,1,"['[27262:27270)', '[27353:27357)']",0,[]
massacre,[27323:27331),60232721,0,1,1,Conflict:Attack,1,"['[27131:27135)', '[27237:27243)', '[27488:27497)', '[27498:27503)', '[27661:27667)', '[27698:27711)']",0,[]
that,[27336:27340),60232721,0,1,0,--,0,[],0,[]
deal,[27353:27357),60232721,0,1,0,--,0,[],0,[]
related,[27380:27387),60232721,0,1,0,--,0,[],0,[]
attacks,[27395:27402),60232721,0,1,1,Conflict:Attack,1,"['[27131:27135)', '[27237:27243)', '[27488:27497)', '[27498:27503)', '[27614:27619)', '[27661:27667)', '[27698:27711)', '[27900:27908)']",0,[]
raids,[27498:27503),60232721,0,1,1,Conflict:Attack,1,"['[27661:27667)', '[27698:27711)']",0,[]
raids,[27614:27619),60232721,0,1,1,Conflict:Attack,1,['[27900:27908)'],0,[]
assist,[27661:27667),60232721,0,1,0,--,0,[],0,[]
investigation,[27698:27711),60232721,0,1,0,--,0,[],0,[]
shootings,[27741:27750),60232721,0,1,1,Conflict:Attack,1,"['[27353:27357)', '[27488:27497)', '[27498:27503)', '[27794:27804)', '[27900:27908)', '[28066:28071)', '[28091:28099)']",0,[]
shooting,[27966:27974),60232721,0,1,1,Conflict:Attack,1,"['[28066:28071)', '[28091:28099)', '[28210:28213)', '[28220:28233)']",0,[]
shooting,[28135:28143),60232721,0,1,1,Conflict:Attack,1,"['[28210:28213)', '[28220:28233)']",0,[]
investigation,[28220:28233),60232721,0,1,0,--,0,[],0,[]
commit,[28530:28536),60232721,0,1,0,--,1,"['[28705:28708)', '[28768:28774)', '[28787:28794)', '[28849:28855)', '[28904:28913)']",0,[]
attack,[28547:28553),60232721,0,1,1,Conflict:Attack,1,"['[28705:28708)', '[28768:28774)', '[28787:28794)', '[28849:28855)', '[28904:28913)']",0,[]
buy,[28705:28708),60232721,0,1,0,--,0,[],0,[]
attack,[28768:28774),60232721,0,1,1,Conflict:Attack,0,[],0,[]
lying,[28917:28922),60232721,0,1,0,--,0,[],0,[]
attack,[29001:29007),60232721,0,1,1,Conflict:Attack,1,"['[28904:28913)', '[29091:29096)', '[29175:29182)', '[29197:29205)']",0,[]
attack,[29018:29024),60232721,0,1,1,Conflict:Attack,1,"['[29091:29096)', '[29197:29205)']",0,[]
shootings,[29164:29173),60232721,0,1,1,Conflict:Attack,1,"['[28904:28913)', '[29258:29266)', '[29267:29271)', '[29296:29303)']",0,[]
consider,[29197:29205),60232721,0,1,0,--,0,[],0,[]
attack,[29230:29236),60232721,0,1,1,Conflict:Attack,1,"['[29258:29266)', '[29296:29303)']",0,[]
shooting,[29258:29266),60232721,0,1,1,Conflict:Attack,1,"['[29091:29096)', '[29175:29182)', '[29197:29205)']",0,[]
fire,[29423:29427),60232721,0,1,1,Conflict:Attack,1,['[29197:29205)'],0,[]
shootings,[29457:29466),60232721,0,1,1,Conflict:Attack,1,"['[29091:29096)', '[29197:29205)', '[29603:29609)', '[29652:29660)']",0,[]
shooting,[29652:29660),60232721,0,1,1,Conflict:Attack,1,"['[29708:29714)', '[29937:29947)']",0,[]
posted,[29708:29714),60232721,0,1,0,--,0,[],0,[]
inspiration,[29773:29784),60232721,0,1,0,--,0,[],0,[]
shootings,[29812:29821),60232721,0,1,1,Conflict:Attack,1,"['[29895:29903)', '[29937:29947)']",0,[]
livestream,[29937:29947),60232721,0,1,0,--,0,[],0,[]
attack,[29952:29958),60232721,0,1,1,Conflict:Attack,1,['[30228:30232)'],0,[]
attacks,[30169:30176),60232721,0,1,1,Conflict:Attack,1,"['[30228:30232)', '[30249:30257)', '[30316:30325)', '[30433:30442)', '[30587:30595)', '[30765:30767)']",0,[]
attacks,[30266:30273),60232721,0,1,1,Conflict:Attack,1,"['[30129:30134)', '[30139:30146)', '[30316:30325)', '[30433:30442)', '[30587:30595)', '[30684:30693)', '[30727:30731)', '[30765:30767)']",0,[]
attacks,[30330:30337),60232721,0,1,1,Conflict:Attack,1,"['[30228:30232)', '[30433:30442)', '[30587:30595)', '[30727:30731)', '[30765:30767)']",0,[]
attributing,[30348:30359),60232721,0,1,0,--,0,[],0,[]
attack,[30535:30541),60232721,0,1,1,Conflict:Attack,1,"['[30228:30232)', '[30316:30325)', '[30684:30693)', '[30727:30731)', '[30765:30767)', '[30779:30788)', '[30851:30856)', '[30975:30984)', '[31013:31017)']",0,[]
honoured,[30587:30595),60232721,0,1,0,--,0,[],0,[]
send,[30727:30731),60232721,0,1,1,Movement:Transport,0,[],0,[]
do,[30765:30767),60232721,0,1,0,--,0,[],0,[]
examining,[30779:30788),60232721,0,1,0,--,0,[],0,[]
attack,[31002:31008),60232721,0,1,1,Conflict:Attack,1,"['[30727:30731)', '[30765:30767)', '[30779:30788)', '[30851:30856)', '[31154:31160)', '[31228:31234)']",0,[]
blamed,[31154:31160),60232721,0,1,0,--,0,[],0,[]
shootings,[31169:31178),60232721,0,1,1,Conflict:Attack,1,"['[30765:30767)', '[30975:30984)', '[31013:31017)', '[31228:31234)', '[31243:31248)', '[31295:31302)', '[31416:31426)', '[31468:31477)']",0,[]
taken,[31243:31248),60232721,0,1,0,--,0,[],0,[]
rallies,[31295:31302),60232721,0,1,1,Conflict:Demonstrate,1,['[31468:31477)'],0,[]
massacre,[31492:31500),60232721,0,1,1,Life:Die,1,"['[31416:31426)', '[31508:31513)', '[31611:31618)']",0,[]
attacks,[31524:31531),60232721,0,1,1,Conflict:Attack,1,"['[31228:31234)', '[31416:31426)', '[31468:31477)', '[31492:31500)', '[31638:31643)']",0,[]
attacks,[31918:31925),60232721,0,1,1,Conflict:Attack,1,"['[32024:32031)', '[32048:32052)', '[32069:32074)', '[32149:32157)']",0,[]
attacks,[32036:32043),60232721,0,1,1,Conflict:Attack,1,"['[32149:32157)', '[32161:32168)']",0,[]
edits,[32069:32074),60232721,0,1,0,--,0,[],0,[]
shooting,[32082:32090),60232721,0,1,1,Conflict:Attack,1,"['[32149:32157)', '[32161:32168)']",0,[]
inquiry,[32161:32168),60232721,0,1,0,--,0,[],0,[]
massacres,[32316:32325),60232721,0,1,1,Conflict:Attack,1,"['[32161:32168)', '[32439:32444)']",0,[]
rally,[32439:32444),60232721,0,1,1,Conflict:Demonstrate,0,[],0,[]
attack,[32570:32576),60232721,0,1,1,Conflict:Attack,1,"['[32439:32444)', '[32604:32613)', '[32732:32736)', '[32769:32778)', '[32817:32825)', '[32843:32852)']",0,[]
represent,[32769:32778),60232721,0,1,0,--,0,[],0,[]
According,[32843:32852),60232721,0,1,0,--,0,[],0,[]
bombings,[32935:32943),60232721,0,1,1,Conflict:Attack,1,"['[32732:32736)', '[32769:32778)', '[32817:32825)', '[33030:33037)', '[33095:33101)', '[33139:33149)', '[33201:33207)', '[33220:33225)', '[33538:33542)', '[33554:33560)']",0,[]
retaliation,[32966:32977),60232721,0,1,0,--,1,"['[33030:33037)', '[33139:33149)', '[33201:33207)', '[33538:33542)']",0,[]
attack,[32999:33005),60232721,0,1,1,Conflict:Attack,1,"['[32732:32736)', '[32817:32825)', '[33030:33037)', '[33042:33049)', '[33063:33070)', '[33095:33101)', '[33139:33149)', '[33201:33207)', '[33220:33225)', '[33517:33522)', '[33538:33542)', '[33554:33560)']",0,[]
attacks,[33042:33049),60232721,0,1,1,Conflict:Attack,1,"['[32843:32852)', '[33139:33149)', '[33201:33207)', '[33538:33542)', '[33554:33560)']",0,[]
attack,[33095:33101),60232721,0,1,1,Conflict:Attack,1,"['[32732:32736)', '[32843:32852)', '[33139:33149)', '[33201:33207)', '[33220:33225)', '[33517:33522)', '[33538:33542)', '[33554:33560)']",0,[]
attacks,[33127:33134),60232721,0,1,1,Conflict:Attack,1,"['[33030:33037)', '[33201:33207)', '[33220:33225)', '[33538:33542)', '[33554:33560)']",0,[]
aware,[33220:33225),60232721,0,1,0,--,0,[],0,[]
attacks,[33269:33276),60232721,0,1,1,Conflict:Attack,1,"['[33030:33037)', '[33139:33149)', '[33500:33505)', '[33517:33522)', '[33538:33542)', '[33554:33560)', '[33634:33644)']",0,[]
shootings,[33297:33306),60232721,0,1,1,Conflict:Attack,1,"['[33030:33037)', '[33139:33149)', '[33500:33505)', '[33517:33522)', '[33538:33542)', '[33554:33560)', '[33634:33644)']",0,[]
found,[33517:33522),60232721,0,1,0,--,0,[],0,[]
take,[33538:33542),60232721,0,1,0,--,0,[],0,[]
report,[33554:33560),60232721,0,1,0,--,0,[],0,[]
involved,[34233:34241),60232721,0,1,0,--,1,['[34128:34135)'],0,[]
shootings,[34249:34258),60232721,0,1,1,Conflict:Attack,1,"['[34115:34123)', '[34128:34135)', '[34347:34355)', '[34399:34404)']",0,[]
convicted,[34318:34327),60232721,0,1,1,Justice:Convict,0,[],0,[]
charge,[34459:34465),60232721,0,1,1,Justice:Charge-Indict,1,['[34318:34327)'],0,[]
posting,[34508:34515),60232721,0,1,0,--,1,['[34318:34327)'],0,[]
possession,[34810:34820),60232721,0,1,0,--,1,"['[34919:34927)', '[34961:34965)']",0,[]
stay,[34961:34965),60232721,0,1,0,--,0,[],0,[]
sharing,[35049:35056),60232721,0,1,0,--,1,"['[34961:34965)', '[35230:35240)']",0,[]
shootings,[35085:35094),60232721,0,1,1,Conflict:Attack,1,"['[34919:34927)', '[34961:34965)', '[35169:35175)', '[35189:35197)', '[35230:35240)', '[35350:35357)']",0,[]
appearance,[35230:35240),60232721,0,1,0,--,0,[],0,[]
guilty,[35358:35364),60232721,0,1,0,--,0,[],0,[]
distributing,[35383:35395),60232721,0,1,0,--,1,"['[35230:35240)', '[35630:35639)']",0,[]
attack,[35425:35431),60232721,0,1,1,Conflict:Attack,1,"['[35169:35175)', '[35230:35240)', '[35283:35292)', '[35630:35639)', '[35695:35701)', '[35723:35732)', '[35980:35986)']",0,[]
had,[35687:35690),60232721,0,1,0,--,1,"['[35980:35986)', '[36048:36056)']",0,[]
appeal,[35695:35701),60232721,0,1,1,Justice:Appeal,1,['[35980:35986)'],0,[]
guilty,[35886:35892),60232721,0,1,0,--,1,['[35980:35986)'],0,[]
possessing,[35896:35906),60232721,0,1,0,--,1,"['[35960:35968)', '[35980:35986)', '[36005:36015)', '[36048:36056)']",0,[]
shootings,[35935:35944),60232721,0,1,1,Conflict:Attack,1,"['[35630:35639)', '[35723:35732)', '[35960:35968)', '[35980:35986)', '[36005:36015)', '[36048:36056)', '[36138:36146)', '[36318:36326)']",0,[]
appear,[35980:35986),60232721,0,1,0,--,0,[],0,[]
Conference,[36005:36015),60232721,0,1,1,Contact:Meet,0,[],0,[]
charge,[36184:36190),60232721,0,1,1,Justice:Charge-Indict,0,[],0,[]
possessing,[36194:36204),60232721,0,1,0,--,1,"['[36278:36286)', '[36318:36326)', '[36336:36342)', '[36358:36365)', '[36707:36711)']",0,[]
shootings,[36240:36249),60232721,0,1,1,Conflict:Attack,1,"['[35980:35986)', '[36048:36056)', '[36278:36286)', '[36318:36326)', '[36336:36342)', '[36358:36365)', '[36476:36486)', '[36579:36588)', '[36707:36711)']",0,[]
arrest,[36336:36342),60232721,0,1,1,Justice:Arrest-Jail,1,['[36707:36711)'],0,[]
proceedings,[36419:36430),60232721,0,1,0,--,1,['[36707:36711)'],0,[]
broadcast,[36579:36588),60232721,0,1,0,--,0,[],0,[]
pleas,[36666:36671),60232721,0,1,0,--,1,"['[36755:36762)', '[36844:36848)', '[36891:36898)', '[36907:36915)', '[37179:37183)']",0,[]
show,[36707:36711),60232721,0,1,0,--,0,[],0,[]
prevent,[36891:36898),60232721,0,1,0,--,0,[],0,[]
displays,[36907:36915),60232721,0,1,0,--,0,[],0,[]
attacks,[37042:37049),60232721,0,1,1,Conflict:Attack,1,"['[36707:36711)', '[36844:36848)', '[36891:36898)', '[36907:36915)', '[37487:37493)']",0,[]
comply,[37155:37161),60232721,0,1,0,--,0,[],0,[]
take,[37179:37183),60232721,0,1,0,--,0,[],0,[]
attacks,[37372:37379),60232721,0,1,1,Conflict:Attack,1,"['[37155:37161)', '[37179:37183)', '[37450:37454)', '[37465:37472)', '[37487:37493)', '[37540:37546)', '[37556:37562)', '[37590:37599)']",0,[]
remove,[37487:37493),60232721,0,1,0,--,0,[],0,[]
remove,[37540:37546),60232721,0,1,0,--,0,[],0,[]
posted,[37556:37562),60232721,0,1,0,--,0,[],0,[]
attacks,[37581:37588),60232721,0,1,0,--,1,"['[37590:37599)', '[37632:37636)']",0,[]
According,[37590:37599),60232721,0,1,0,--,0,[],0,[]
happened,[37895:37903),60232721,0,1,0,--,1,"['[37450:37454)', '[37487:37493)', '[37540:37546)', '[37983:37989)', '[37998:38005)', '[38084:38088)', '[38096:38103)']",0,[]
detect,[37983:37989),60232721,0,1,0,--,0,[],0,[]
uploads,[37998:38005),60232721,0,1,0,--,0,[],0,[]
attacks,[38177:38184),60232721,0,1,0,--,1,"['[37983:37989)', '[37998:38005)', '[38303:38309)', '[38358:38364)', '[38595:38599)']",0,[]
prevent,[38276:38283),60232721,0,1,0,--,0,[],0,[]
attacks,[38397:38404),60232721,0,1,0,--,1,"['[38084:38088)', '[38276:38283)', '[38485:38492)', '[38520:38528)', '[38530:38538)', '[38595:38599)', '[38664:38671)', '[38706:38712)', '[38717:38724)', '[38887:38891)']",0,[]
violation,[38409:38418),60232721,0,1,0,--,1,['[38595:38599)'],0,[]
shooting,[38520:38528),60232721,0,1,0,--,1,"['[38358:38364)', '[38814:38820)', '[38887:38891)', '[38999:39003)', '[39079:39085)']",0,[]
flag,[38595:38599),60232721,0,1,0,--,0,[],0,[]
operate,[38664:38671),60232721,0,1,0,--,0,[],0,[]
manage,[38706:38712),60232721,0,1,0,--,0,[],0,[]
control,[38717:38724),60232721,0,1,0,--,0,[],0,[]
attempts,[38797:38805),60232721,0,1,0,--,1,['[38999:39003)'],0,[]
police,[38814:38820),60232721,0,1,0,--,0,[],0,[]
take,[38887:38891),60232721,0,1,0,--,0,[],0,[]
posted,[38929:38935),60232721,0,1,0,--,1,['[38999:39003)'],0,[]
fine,[38999:39003),60232721,0,1,1,Justice:Fine,0,[],0,[]
imprison,[39038:39046),60232721,0,1,0,--,0,[],0,[]
remove,[39079:39085),60232721,0,1,0,--,0,[],0,[]
attacks,[39120:39127),60232721,0,1,1,Conflict:Attack,1,"['[38887:38891)', '[39168:39173)', '[39379:39383)']",0,[]
seen,[39379:39383),60232721,0,1,0,--,0,[],0,[]
tragedy,[39597:39604),60232721,0,1,1,Life:Die,1,"['[39379:39383)', '[39634:39640)', '[39678:39689)', '[39758:39763)']",0,[]
remove,[39634:39640),60232721,0,1,0,--,0,[],0,[]
attacks,[39818:39825),60232721,0,1,1,Conflict:Attack,1,['[39634:39640)'],0,[]
attacks,[40059:40066),60232721,0,1,1,Conflict:Attack,1,"['[39758:39763)', '[40292:40298)', '[40438:40450)']",0,[]
spread,[40292:40298),60232721,0,1,0,--,0,[],0,[]
attacks,[40311:40318),60232721,0,1,1,Conflict:Attack,1,['[40438:40450)'],0,[]
sickened,[40577:40585),60232721,0,1,0,--,0,[],0,[]
go,[40647:40649),60232721,0,1,0,--,0,[],0,[]
tragedy,[40709:40716),60232721,0,1,1,Conflict:Attack,1,['[40601:40608)'],0,[]
came,[40744:40748),60232721,0,1,0,--,1,['[40647:40649)'],0,[]
massacre,[40911:40919),60232721,0,1,1,Life:Die,1,"['[40438:40450)', '[40490:40495)', '[40577:40585)', '[40601:40608)', '[40647:40649)', '[40692:40700)', '[40709:40716)', '[40959:40967)']",0,[]
registering,[41396:41407),60232721,0,1,0,--,1,['[41701:41707)'],0,[]
assume,[41447:41453),60232721,0,1,0,--,1,['[41701:41707)'],0,[]
obtaining,[41471:41480),60232721,0,1,0,--,1,"['[41616:41624)', '[41701:41707)']",0,[]
been,[41505:41509),60232721,0,1,0,--,1,"['[41616:41624)', '[41671:41680)', '[41701:41707)', '[41744:41751)', '[41793:41802)', '[41833:41839)', '[42005:42008)']",0,[]
factor,[41512:41518),60232721,0,1,0,--,1,"['[41616:41624)', '[41671:41680)', '[41701:41707)', '[41744:41751)']",0,[]
decision,[41526:41534),60232721,0,1,0,--,1,"['[41616:41624)', '[41671:41680)', '[41701:41707)', '[41744:41751)', '[41793:41802)', '[41833:41839)', '[42005:42008)']",0,[]
commit,[41538:41544),60232721,0,1,1,Life:Die,1,"['[41616:41624)', '[41671:41680)', '[41701:41707)', '[41744:41751)', '[41793:41802)', '[41833:41839)', '[41876:41883)', '[42005:42008)']",0,[]
crime,[41549:41554),60232721,0,1,0,--,1,"['[41616:41624)', '[41671:41680)', '[41701:41707)', '[41744:41751)', '[41793:41802)', '[41833:41839)', '[42005:42008)']",0,[]
undecided,[41599:41608),60232721,0,1,0,--,1,['[41701:41707)'],0,[]
creation,[41616:41624),60232721,0,1,0,--,1,['[41701:41707)'],0,[]
change,[41701:41707),60232721,0,1,0,--,0,[],0,[]
seeking,[41744:41751),60232721,0,1,0,--,0,[],0,[]
attempts,[41821:41829),60232721,0,1,0,--,1,"['[41616:41624)', '[41701:41707)', '[41744:41751)', '[41769:41778)', '[41962:41968)', '[42005:42008)', '[42047:42058)', '[42060:42066)', '[42217:42225)']",0,[]
change,[41833:41839),60232721,0,1,0,--,1,['[42005:42008)'],0,[]
inquiry,[41876:41883),60232721,0,1,0,--,1,"['[41701:41707)', '[41962:41968)', '[42005:42008)', '[42217:42225)']",0,[]
ban,[42005:42008),60232721,0,1,0,--,0,[],0,[]
consider,[42217:42225),60232721,0,1,0,--,0,[],0,[]
attacks,[42246:42253),60232721,0,1,1,Conflict:Attack,1,"['[42005:42008)', '[42060:42066)', '[42217:42225)', '[42435:42441)', '[42446:42450)', '[42554:42561)', '[42633:42637)', '[42662:42669)', '[42679:42684)']",0,[]
increase,[42289:42297),60232721,0,1,0,--,1,['[42217:42225)'],0,[]
sale,[42446:42450),60232721,0,1,0,--,0,[],0,[]
attacks,[42531:42538),60232721,0,1,1,Conflict:Attack,1,"['[42217:42225)', '[42602:42612)', '[42633:42637)', '[42662:42669)', '[42679:42684)', '[42715:42724)', '[42732:42738)', '[42763:42767)']",0,[]
handing,[42554:42561),60232721,0,1,0,--,1,"['[42602:42612)', '[42662:42669)', '[42679:42684)', '[42763:42767)']",0,[]
conference,[42602:42612),60232721,0,1,1,Contact:Meet,1,['[42763:42767)'],0,[]
reforms,[42662:42669),60232721,0,1,0,--,0,[],0,[]
given,[42679:42684),60232721,0,1,0,--,0,[],0,[]
ban,[42727:42730),60232721,0,1,0,--,0,[],0,[]
